HAGRID	kingdom	phylum	class	order	family	genus	species	common_name	female_maturity_days	male_maturity_days	gestation_incubation_days	weaning_days	litter_clutch_size	litters_clutches_per_year	inter_litter_interbirth_interval	birth_weight_g	weaning_weight_g	adult_weight_g	growth_rate_recip_days	maximum_longevity_yrs	source	specimen_origin	sample_size	data_quality	imr_per_yr	mrdt_yrs	metabolic_rate_w	body_mass_g	temperature_k	references
02646	Animalia	Chordata	Mammalia	Rodentia	Hystricidae	Hystrix	Hystrix sumatrae	Sumatran porcupine	NA	NA	112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	671978
02647	Animalia	Chordata	Mammalia	Rodentia	Hystricidae	Trichys	Trichys fasciculata	Long-tailed porcupine	NA	NA	NA	NA	NA	NA	NA	NA	NA	2000	NA	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA	434671
02648	Animalia	Chordata	Mammalia	Rodentia	Muridae	Acomys	Acomys cahirinus	Spiny mouse	58	59	38	14	3	3.5	34	5.27	15.16	45.2	0.0147	5.9	671	captivity	large	high	NA	NA	0.258	42	310.65	36245246420434456e15
02649	Animalia	Chordata	Mammalia	Rodentia	Muridae	Acomys	Acomys cilicicus	Turkish spiny mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	671	captivity	large	acceptable	NA	NA	NA	NA	NA	671
02650	Animalia	Chordata	Mammalia	Rodentia	Muridae	Acomys	Acomys minous	Crete spiny mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.5	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	671730
02651	Animalia	Chordata	Mammalia	Rodentia	Muridae	Acomys	Acomys russatus	Golden spiny mouse	91	NA	34	NA	2.5	NA	NA	7	NA	54.4	NA	NA	NA	unknown	small	low	NA	NA	0.24	55.4	310.45	36420455610671
02652	Animalia	Chordata	Mammalia	Rodentia	Muridae	Acomys	Acomys wilsoni	Wilson's spiny mouse	NA	NA	39	NA	2.3	3.5	NA	3.49	10	20	NA	5.6	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455610671978
02653	Animalia	Chordata	Mammalia	Rodentia	Muridae	Apodemus	Apodemus agrarius	Striped field mouse	76	76	22	27	5.7	3.2	20	1.9	NA	21.5	NA	NA	NA	unknown	tiny	low	NA	NA	0.373	21.2	NA	36455542610671
02654	Animalia	Chordata	Mammalia	Rodentia	Muridae	Apodemus	Apodemus argenteus	Small Japanese field mouse	61	61	NA	NA	4.1	NA	NA	NA	NA	NA	NA	5	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455671
02655	Animalia	Chordata	Mammalia	Rodentia	Muridae	Apodemus	Apodemus flavicollis	Yellow-necked mouse	52	52	26	22	5.5	2.8	39	2.4	8.7	29.4	NA	4.5	671	captivity	small	acceptable	NA	NA	0.365	28.3	309.85	36420455610671677e3
02656	Animalia	Chordata	Mammalia	Rodentia	Muridae	Apodemus	Apodemus peninsulae	Korean field mouse	NA	NA	NA	NA	4.7	NA	NA	2	NA	32.9	NA	4.4	671	captivity	tiny	acceptable	NA	NA	NA	NA	NA	455610671
02657	Animalia	Chordata	Mammalia	Rodentia	Muridae	Apodemus	Apodemus speciosus	Large Japanese field mouse	NA	NA	NA	NA	4.5	NA	NA	NA	NA	44	NA	5.3	671	captivity	small	acceptable	NA	NA	NA	NA	NA	671978
02658	Animalia	Chordata	Mammalia	Rodentia	Muridae	Apodemus	Apodemus sylvaticus	Long-tailed field mouse	71	65	23	21	5.2	3.8	41	1.5	NA	23.4	NA	6.3	671	captivity	medium	acceptable	NA	NA	0.264	23.8	309.85	36420455542610678e3
02659	Animalia	Chordata	Mammalia	Rodentia	Muridae	Arvicanthis	Arvicanthis niloticus	Nile kusu	45	45	22	23	5	3.5	38	4.15	21.7	110	NA	6.7	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	455610671
02660	Animalia	Chordata	Mammalia	Rodentia	Muridae	Chiropodomys	Chiropodomys gliroides	Pencil-tailed tree mouse	101	NA	20	24	2.2	NA	NA	2.8	10	29	0.0388	3.6	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455610671680700
02661	Animalia	Chordata	Mammalia	Rodentia	Muridae	Colomys	Colomys goslingi	African water rat	NA	NA	NA	NA	2	NA	NA	NA	NA	58.5	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	434455542
02662	Animalia	Chordata	Mammalia	Rodentia	Muridae	Conilurus	Conilurus penicillatus	Brush-tailed rabbit rat	NA	NA	35	31	2	NA	NA	NA	NA	144	NA	4.5	671	captivity	small	acceptable	NA	NA	0.908	213.2	309.05	364344556106711040
02663	Animalia	Chordata	Mammalia	Rodentia	Muridae	Crateromys	Crateromys heaneyi	Panay crateromys	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434671
02664	Animalia	Chordata	Mammalia	Rodentia	Muridae	Crateromys	Crateromys schadenbergi	Luzon bushy-tailed cloud rat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	671
02665	Animalia	Chordata	Mammalia	Rodentia	Muridae	Desmodillus	Desmodillus auricularis	Cape short-eared gerbil	NA	NA	29	33	3.3	NA	NA	3.12	NA	54.5	NA	6.1	671	captivity	small	acceptable	NA	NA	0.49	71.9	309.05	36420434455671
02666	Animalia	Chordata	Mammalia	Rodentia	Muridae	Dipodillus	Dipodillus campestris	North African gerbil	NA	NA	NA	NA	4.3	NA	NA	NA	NA	28.4	NA	7.3	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	671730978
02667	Animalia	Chordata	Mammalia	Rodentia	Muridae	Gerbilliscus	Gerbilliscus afra	Cape gerbil	152	115	23	NA	3.9	6.5	NA	4.5	NA	74.8	NA	5.7	671	captivity	small	acceptable	NA	NA	1.016	106.5	307.15	36420434455610675e3
02668	Animalia	Chordata	Mammalia	Rodentia	Muridae	Gerbilliscus	Gerbilliscus validus	Southern savanna gerbil	99	99	25	NA	4.3	2	109	NA	30	113	NA	5	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455610671978
02669	Animalia	Chordata	Mammalia	Rodentia	Muridae	Gerbillus	Gerbillus gerbillus	Lesser Egyptian gerbil	NA	NA	NA	NA	4.1	NA	NA	NA	NA	30	NA	5.9	671	captivity	small	acceptable	NA	NA	0.237	29.7	310.35	36420434455542670
02670	Animalia	Chordata	Mammalia	Rodentia	Muridae	Gerbillus	Gerbillus nanus	Baluchistan gerbil	NA	NA	22	NA	5	3	NA	NA	NA	18.5	NA	4.5	671	captivity	small	questionable	NA	NA	0.129	29.7	311.95	36420455610671
02671	Animalia	Chordata	Mammalia	Rodentia	Muridae	Gerbillus	Gerbillus perpallidus	Pale gerbil	NA	NA	20	NA	4.5	NA	NA	2.24	17.2	50	NA	5.5	671	captivity	medium	acceptable	NA	NA	0.261	56.3	NA	36455671
02672	Animalia	Chordata	Mammalia	Rodentia	Muridae	Gerbillus	Gerbillus pyramidum	Greater Egyptian gerbil	74	73	21	21	3.3	5	NA	2.5	11	37	0.0329	8.2	671	captivity	small	acceptable	NA	NA	0.454	108.5	309.25	3642043445557161e7
02673	Animalia	Chordata	Mammalia	Rodentia	Muridae	Grammomys	Grammomys dolichurus	Woodland mouse	73	NA	24	25	3	NA	38	4.2	NA	60	0.0245	4.4	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455610671731
02674	Animalia	Chordata	Mammalia	Rodentia	Muridae	Hydromys	Hydromys chrysogaster	Golden-bellied water rat	163	135	36	30	3.8	2.1	60	24.39	150	850	0.0167	7.3	671	captivity	medium	acceptable	NA	NA	2.97	900	309.75	36420434455542603e12
02675	Animalia	Chordata	Mammalia	Rodentia	Muridae	Lemniscomys	Lemniscomys barbarus	Barbary striped grass mouse	NA	NA	NA	NA	4.6	NA	NA	NA	NA	26.2	NA	4.4	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	671730978
02676	Animalia	Chordata	Mammalia	Rodentia	Muridae	Lemniscomys	Lemniscomys striatus	Typical striped grass mouse	168	NA	25	30	4.54	2	22	1.7	15	42.3	NA	4.8	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	434455610671680
02677	Animalia	Chordata	Mammalia	Rodentia	Muridae	Lenothrix	Lenothrix canus	Gray tree rat	NA	NA	NA	NA	3	NA	NA	NA	NA	177	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	434671
02678	Animalia	Chordata	Mammalia	Rodentia	Muridae	Leporillus	Leporillus conditor	Greater stick-nest rat	227	240	38	36	2.2	NA	NA	NA	NA	332.5	NA	5.3	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455610671680
02679	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mastomys	Mastomys erythroleucus	Guinea multimammate mouse	137	NA	21	NA	6.5	NA	NA	NA	22.5	37.8	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455610671
02680	Animalia	Chordata	Mammalia	Rodentia	Muridae	Meriones	Meriones crassus	Sundevall's jird	61	82	22	20	4	2	67	3.35	NA	35	0.0366	5.6	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455671731
02681	Animalia	Chordata	Mammalia	Rodentia	Muridae	Meriones	Meriones libycus	Libyan jird	91	NA	26	30	5	NA	NA	5.33	45	100	NA	5.2	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	434455610671
02682	Animalia	Chordata	Mammalia	Rodentia	Muridae	Meriones	Meriones meridianus	Mid-day jird	NA	NA	23	21	5.6	3	NA	NA	NA	53	NA	6.8	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	455610671
02683	Animalia	Chordata	Mammalia	Rodentia	Muridae	Meriones	Meriones persicus	Persian jird	NA	NA	26	19	4.3	NA	NA	5	NA	100	NA	6	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455610671
02684	Animalia	Chordata	Mammalia	Rodentia	Muridae	Meriones	Meriones shawi	Shaw's jird	102	120	26	23	5.4	NA	31	4.46	25	185	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455610671
02685	Animalia	Chordata	Mammalia	Rodentia	Muridae	Meriones	Meriones tamariscinus	Tamarisk jird	NA	NA	NA	17	4.2	2	27	3.03	15.8	NA	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455671978
02686	Animalia	Chordata	Mammalia	Rodentia	Muridae	Meriones	Meriones unguiculatus	Mongolian jird	43	36	25	24	5	4	46	3	14.3	53.2	0.0324	6.3	671	captivity	medium	acceptable	NA	NA	0.546	64.8	311.35	3637237337437536e47
02687	Animalia	Chordata	Mammalia	Rodentia	Muridae	Meriones	Meriones vinogradovi	Vinogradov's jird	NA	NA	22	NA	7	NA	NA	3	NA	150	NA	6.7	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455610671
02688	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mesembriomys	Mesembriomys gouldii	Black-footed tree rat	71	NA	44	47	2	4	NA	34.9	440.5	900	0.0327	7.8	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455610671680700
02689	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mesembriomys	Mesembriomys macrurus	Golden-backed tree rat	NA	NA	48	50	2	NA	NA	NA	NA	268.5	NA	7.1	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455610671
02690	Animalia	Chordata	Mammalia	Rodentia	Muridae	Micaelamys	Micaelamys namaquensis	Rock mouse	NA	NA	22	24	3.8	2	NA	2.5	12.5	47.6	NA	4.7	671	captivity	small	acceptable	NA	NA	0.292	62.6	309.95	36420455610671976
02691	Animalia	Chordata	Mammalia	Rodentia	Muridae	Micromys	Micromys minutus	Old World harvest mouse	40	37	20	18	5.2	2.6	21	0.9	NA	6	NA	3.8	671	captivity	large	acceptable	NA	NA	0.201	7.6	311.15	364204344555426e8
02692	Animalia	Chordata	Mammalia	Rodentia	Muridae	Millardia	Millardia gleadowi	Sand-colored rat	NA	NA	NA	NA	2.3	NA	NA	NA	NA	70	NA	4	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455671
02693	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus caroli	Ryukyu mouse	NA	NA	21	NA	NA	NA	NA	1.2	NA	11.2	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455610671
02694	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus cervicolor	Fawn-colored mouse	NA	NA	20	NA	4.1	NA	NA	1.5	NA	17.7	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	434455610671
02695	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus minutoides	Mouse	60	77	20	21	4.3	4	31	0.97	3.3	7.2	0.0832	4.3	671	captivity	medium	acceptable	NA	NA	0.129	8	309.45	23642043445554266e4
02696	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculoides	Temminck's mouse	NA	NA	24	NA	4.5	NA	NA	0.8	NA	6	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455610671978
02697	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus	House mouse	42	42	19	22	7	5.4	30	1.25	8.9	20.5	0.0298	4	506	captivity	large	high	0.01	0.3	0.271	18	310.05	21113143651535957e150
02698	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus spicilegus	Mound-building mouse	NA	NA	NA	NA	6.7	4.5	NA	NA	NA	NA	NA	3.5	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	671978
02699	Animalia	Chordata	Mammalia	Rodentia	Muridae	Notomys	Notomys alexis	Spinifex hopping mouse	75	75	35	30	3.9	NA	33	2.83	12.5	35	0.0326	6.4	671	captivity	medium	acceptable	NA	NA	0.252	32.3	311.15	36420434455610675e6
02700	Animalia	Chordata	Mammalia	Rodentia	Muridae	Notomys	Notomys aquilo	Northern hopping mouse	NA	NA	53	NA	3	NA	NA	NA	NA	39	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	610671
02701	Animalia	Chordata	Mammalia	Rodentia	Muridae	Notomys	Notomys mitchellii	Mitchell's hopping mouse	73	90	37	30	3.3	NA	37	NA	NA	52	NA	5.3	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455610671680
02702	Animalia	Chordata	Mammalia	Rodentia	Muridae	Otomys	Otomys irroratus	Vlei rat	82	91	40	13	1.78	4.25	NA	14.5	30	146.8	0.0371	NA	NA	unknown	small	low	NA	NA	0.474	102	310.75	3642043445561063e7
02703	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pachyuromys	Pachyuromys duprasi	Fat-tailed gerbil	NA	61	20	29	4.5	NA	NA	NA	NA	40	NA	8.3	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455542571671
02704	Animalia	Chordata	Mammalia	Rodentia	Muridae	Phloeomys	Phloeomys cumingi	Slender-tailed cloud rat	NA	NA	NA	NA	1	NA	NA	NA	NA	1750	NA	13.6	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455671
02705	Animalia	Chordata	Mammalia	Rodentia	Muridae	Phloeomys	Phloeomys pallidus	Northern Luzon slender-tailed cloud rat	NA	NA	NA	NA	NA	NA	NA	NA	NA	1744	NA	10.7	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	671978
02706	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pogonomys	Pogonomys macrourus	Long-tailed tree mouse	NA	NA	NA	NA	2.4	NA	NA	NA	NA	57	NA	3.1	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455610671
02707	Animalia	Chordata	Mammalia	Rodentia	Muridae	Praomys	Praomys tullbergi	Tullberg's rock rat	82	75	24	25	3.5	4	24	2.7	10.5	30	NA	5.2	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455610671978
02708	Animalia	Chordata	Mammalia	Rodentia	Muridae	Psammomys	Psammomys obesus	Fat sand rat	100	NA	24	28	3.5	NA	38	6.25	40	212	0.0304	3.2	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	43445567173188484e10
02709	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pseudomys	Pseudomys australis	Australian native mouse	145	180	31	26	3.1	NA	NA	4	12.5	65	0.0278	7.9	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	434455610671680700
02710	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pseudomys	Pseudomys chapmani	Western pebble-mound mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	6.8	671	captivity	small	acceptable	NA	NA	NA	NA	NA	671730
02711	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pseudomys	Pseudomys fumeus	Smoky mouse	NA	NA	NA	NA	3.5	1.5	NA	NA	NA	70	NA	6.5	671	captivity	small	acceptable	NA	NA	NA	NA	NA	610671
02712	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pseudomys	Pseudomys higginsi	Long-tailed mouse	272	270	32	30	2.3	1.5	NA	5	NA	60.1	0.0331	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455610731
02713	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pseudomys	Pseudomys laborifex	Kimberly mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	6.9	671	captivity	small	acceptable	NA	NA	NA	NA	NA	671730
02714	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pseudomys	Pseudomys shortridgei	Heath mouse	335	335	NA	NA	3	1	NA	NA	NA	64	NA	6	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455610671680
02715	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus	Rattus fuscipes	Bush rat	107	90	26	30	5	3.3	NA	4.5	21.3	130	NA	5.3	616	captivity	small	acceptable	NA	NA	0.471	76	310.65	36420455542610616e3
02716	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus	Rattus lutreolus	Australian swamp rat	79	NA	27	25	5	2.53	NA	4.87	25	115	0.0277	4.4	671	captivity	small	acceptable	NA	NA	0.353	109	309.85	3645561062867168e8
02717	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus	Rattus norvegicus	Norway rat	90	70	21	25	9.9	3.7	NA	5.81	63.8	300	NA	3.8	857	captivity	large	acceptable	0.002	0.3	1.404	206.9	310.25	12361171191211741e77
02718	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus	Rattus rattus	Rat	90	112	22	26	7.3	4.3	36	4.55	39.7	200	0.0207	4.2	671	captivity	large	acceptable	NA	NA	0.77	117	311.15	36434441455610674e10
02719	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rhabdomys	Rhabdomys pumilio	Four-striped grass mouse	42	64	25	14	6	4	29	2.67	8.4	51	0.0361	4.5	671	captivity	medium	acceptable	NA	NA	0.179	39.6	310.15	3642043445567168e4
02720	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rhombomys	Rhombomys opimus	Great gerbil	105	105	28	22	5	2.5	NA	4.75	NA	285	NA	4.5	671	captivity	small	acceptable	NA	NA	NA	NA	NA	1455571671
02721	Animalia	Chordata	Mammalia	Rodentia	Muridae	Sekeetamys	Sekeetamys calurus	Bushy-tailed jird	NA	NA	NA	NA	2.9	NA	NA	NA	NA	65	NA	7.3	671	captivity	medium	acceptable	NA	NA	0.274	63.6	310.65	36420455542671
02722	Animalia	Chordata	Mammalia	Rodentia	Muridae	Sundamys	Sundamys muelleri	Mueller's giant Sunda rat	NA	NA	NA	NA	3.8	NA	NA	NA	NA	334	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	434610
02723	Animalia	Chordata	Mammalia	Rodentia	Muridae	Tatera	Tatera indica	Indian gerbil	77	91	26	24	5.4	4.2	48	3	NA	146.7	0.024	7	671	captivity	small	acceptable	NA	NA	0.422	86.9	309.15	36420434455542577e12
02724	Animalia	Chordata	Mammalia	Rodentia	Muridae	Taterillus	Taterillus gracilis	Slender gerbil	91	91	26	NA	4.5	NA	NA	NA	NA	51.9	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455610671
02725	Animalia	Chordata	Mammalia	Rodentia	Muridae	Thallomys	Thallomys paedulcus	Acacia rat	109	NA	26	30	3.5	NA	26	2.65	NA	80	NA	NA	NA	unknown	tiny	low	NA	NA	0.487	132.4	309.85	36420455610671677e3
02726	Animalia	Chordata	Mammalia	Rodentia	Muridae	Thamnomys	Thamnomys venustus	Thicket rat	83	NA	24	24	1.3	NA	NA	NA	NA	65	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	610671680978
02727	Animalia	Chordata	Mammalia	Rodentia	Muridae	Zelotomys	Zelotomys woosnami	South African broad-headed mouse	NA	NA	31	NA	4.7	NA	31	NA	NA	54.5	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	434455610671978
02728	Animalia	Chordata	Mammalia	Rodentia	Muridae	Zyzomys	Zyzomys argurus	Common rock rat	NA	NA	30	36	2.5	NA	219	NA	14	50	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	434455610671978
02729	Animalia	Chordata	Mammalia	Rodentia	Muridae	Zyzomys	Zyzomys palatilis	Carpentarian rock rat	NA	NA	NA	NA	NA	NA	NA	NA	NA	123	NA	6.2	671	captivity	small	acceptable	NA	NA	NA	NA	NA	671730
02730	Animalia	Chordata	Mammalia	Rodentia	Muridae	Zyzomys	Zyzomys pedunculatus	Central rock rat	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	7.5	671	captivity	small	acceptable	NA	NA	NA	NA	NA	671730
02731	Animalia	Chordata	Mammalia	Rodentia	Myocastoridae	Myocastor	Myocastor coypus	Nutria	152	152	131	91	6	2.3	130	225	1750	7850	NA	8.5	671	captivity	large	high	NA	NA	NA	NA	307.75	4344414555206105e15
02732	Animalia	Chordata	Mammalia	Rodentia	Nesomyidae	Cricetomys	Cricetomys emini	Giant rat	NA	NA	NA	NA	1	NA	NA	NA	NA	1300	NA	7.4	671	captivity	tiny	acceptable	NA	NA	NA	NA	NA	455671730
02733	Animalia	Chordata	Mammalia	Rodentia	Nesomyidae	Cricetomys	Cricetomys gambianus	Gambian rat	158	NA	34	31	3.5	3.75	NA	25.7	NA	1500	0.042	8.4	671	captivity	small	acceptable	NA	NA	6.024	1686.7	308.75	36420455671731
02734	Animalia	Chordata	Mammalia	Rodentia	Nesomyidae	Dendromus	Dendromus melanotis	Gray climbing mouse	NA	NA	25	NA	4.6	NA	NA	NA	NA	7.4	NA	4.2	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455610671
02735	Animalia	Chordata	Mammalia	Rodentia	Nesomyidae	Dendromus	Dendromus mesomelas	Brant's climbing mouse	NA	NA	NA	NA	4.4	NA	NA	NA	NA	13	NA	3.3	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455610671
02736	Animalia	Chordata	Mammalia	Rodentia	Nesomyidae	Hypogeomys	Hypogeomys antimena	Malagasy giant rat	730	365	120	35	1	NA	NA	NA	NA	1250	NA	12.6	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455646671
02737	Animalia	Chordata	Mammalia	Rodentia	Nesomyidae	Mystromys	Mystromys albicaudatus	White-tailed mouse	109	NA	38	32	3	NA	36	6.5	40	106	NA	6.3	671	captivity	small	acceptable	NA	NA	0.707	93.8	306.15	364204344555426e8
02738	Animalia	Chordata	Mammalia	Rodentia	Nesomyidae	Saccostomus	Saccostomus campestris	Pouched mouse	45	NA	21	25	6.8	NA	51	2.6	NA	47.4	NA	4.5	671	captivity	small	acceptable	NA	NA	0.274	68.1	308.45	36420434455542604e3
02739	Animalia	Chordata	Mammalia	Rodentia	Nesomyidae	Steatomys	Steatomys pratensis	Fat mouse	NA	NA	NA	NA	4.7	NA	NA	1.55	NA	25.5	NA	NA	NA	unknown	small	low	NA	NA	0.105	37.5	307.25	36420455610671
02740	Animalia	Chordata	Mammalia	Rodentia	Octodontidae	Octodon	Octodon degus	Degu	182	182	90	36	6	1.8	NA	14	71.2	235	0.0323	14	671	captivity	large	acceptable	NA	NA	0.958	199.6	310.75	36420434455610675e6
02741	Animalia	Chordata	Mammalia	Rodentia	Octodontidae	Octodontomys	Octodontomys gliroides	Mountain degu	NA	NA	104	42	2	NA	NA	17.5	NA	158	NA	NA	NA	unknown	small	low	NA	NA	0.715	154.1	310.35	36420434455610670
02742	Animalia	Chordata	Mammalia	Rodentia	Octodontidae	Spalacopus	Spalacopus cyanus	Coruro	NA	NA	80	NA	2.4	1.8	NA	8.9	NA	98	NA	10.8	671	captivity	small	acceptable	NA	NA	0.561	126.2	309.65	36420434610671976
02743	Animalia	Chordata	Mammalia	Rodentia	Pedetidae	Pedetes	Pedetes capensis	Springhare	1034	NA	80	46	1	3.6	101	275	1300	3500	NA	20	671	captivity	small	acceptable	NA	NA	4.427	2300	309.05	3642043445554267e4
02744	Animalia	Chordata	Mammalia	Rodentia	Petromuridae	Petromus	Petromus typicus	Dassie rat	NA	NA	NA	NA	1.9	1	NA	NA	NA	200	NA	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA	434455671
02745	Animalia	Chordata	Mammalia	Rodentia	Platacanthomyidae	Platacanthomys	Platacanthomys lasiurus	Malabar spiny dormouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	434455
02746	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Ammospermophilus	Ammospermophilus harrisii	Harris's antelope squirrel	319	NA	30	51	6.8	1	NA	3.8	45	126	NA	10.6	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	434455538610671
02747	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Ammospermophilus	Ammospermophilus leucurus	White-tailed antelope squirrel	365	365	29	66	8	1.3	NA	3.21	35	105	0.0284	11.2	671	captivity	small	acceptable	NA	NA	0.511	94.1	310.65	36420441455671730
02748	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Ammospermophilus	Ammospermophilus nelsoni	Nelson's antelope squirrel	NA	NA	26	NA	8	1	NA	4.88	41	154.5	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455636
02749	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Atlantoxerus	Atlantoxerus getulus	Barbary ground squirrel	NA	NA	NA	NA	NA	NA	NA	NA	NA	400	NA	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA	434455671
02750	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus adamsi	Ear-spot squirrel	NA	NA	NA	NA	1.9	NA	NA	NA	NA	134.5	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	671730978
02751	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus caniceps	Gray-bellied squirrel	NA	NA	NA	NA	2.2	NA	NA	NA	NA	257	NA	13.7	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455610671730
02752	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus erythraeus	Pallas's squirrel	NA	NA	NA	NA	1.9	2	NA	NA	NA	272	NA	17	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455671978
02753	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus finlaysonii	Finlayson's squirrel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	671	captivity	tiny	acceptable	NA	NA	NA	NA	NA	671
02754	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus notatus	Plantain squirrel	NA	NA	NA	NA	3.07	NA	NA	NA	NA	190	NA	14.8	671	captivity	tiny	acceptable	NA	NA	NA	NA	NA	455610671
